100
14
Jan
bought,usable,demand,consume,shortage,waste,budget
101562,91017,28762,0,0,4611,5735,145678,0,0,0,0,0,0
101562,160793,181580,169775,164107,168197,130125,184786,156024,156024,147377,143020,140640,140640
31786,7975,11805,5668,521,0,84,68,1535,8647,4357,2380,31786,0
31786,7975,11805,5668,521,0,84,68,1535,8647,4357,2380,31786,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,43723,90949,27227,0,0,0,0
26279130367.2,25296527218.26,24991846175.1,24991846175.1,24991846175.1,24946650674.73,24890223493.58,23450581053.5,23450581053.5,23450581053.5,23450581053.5,23450581053.5,23450581053.5,23450581053.5
181765,79650,21352,0,0,4611,5735,145678,0,0,0,0,0,0
181765,223060,181580,170318,121754,125670,111348,177376,156024,156024,143720,136244,131920,131920
38355,62832,11262,48564,695,0,0,15238,2957,12304,7476,4324,38355,0
38355,62832,11262,48564,695,0,0,15238,2957,12304,7476,4324,38355,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20057,64412,18395,0,0,0,0
25489682489.3,24688016390.3,24464567710.3,24464567710.3,24464567710.3,24419255597.74,24362553365.99,22926331445.35,22926331445.35,22926331445.35,22926331445.35,22926331445.35,22926331445.35,22926331445.35
181765,0,33903,0,3641,0,6705,145678,0,0,0,0,0,0
181765,168980,181580,166185,166639,166454,44249,189927,156024,156024,143765,139072,138450,138450
12785,21303,15395,3187,185,2722,163,8356,516,12259,4693,622,12785,0
12785,21303,15395,3187,185,2722,163,8356,516,12259,4693,622,12785,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,126025,0,25031,0,0,0,0
25506862917.1,25506862917.1,25141661835.28,25141661835.28,25105896328.69,25105896328.69,25039617940.09,23600039598.33,23600039598.33,23600039598.33,23600039598.33,23600039598.33,23600039598.33,23600039598.33
181765,0,47797,0,3641,0,6705,145678,0,0,0,0,0,0
181765,179715,181580,176932,169076,168191,58143,203821,156024,156024,152383,131977,128012,128012
2050,45932,4648,11497,885,560,0,28,476,2733,21314,3965,2050,0
2050,45932,4648,11497,885,560,0,28,476,2733,21314,3965,2050,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,116193,0,47293,0,0,0,0
25483417049.75,25483417049.75,24981453433.72,24981453433.72,24946061566.55,24946061566.55,24880251656.3,23445629280.1,23445629280.1,23445629280.1,23445629280.1,23445629280.1,23445629280.1,23445629280.1
101562,124993,34081,0,0,0,10346,145678,0,0,0,0,0,0
101562,223060,181580,176332,171913,170300,169420,190105,156024,156024,148788,137498,126169,126169
3495,75561,5248,4419,1613,96,2050,6166,6950,7236,11290,11329,3495,0
3495,75561,5248,4419,1613,96,2050,6166,6950,7236,11290,11329,3495,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,9080,118827,27131,0,0,0,0
26224739853.72,24967933988.79,24603840190.4,24603840190.4,24603840190.4,24603840190.4,24501841459.44,23060194490.08,23060194490.08,23060194490.08,23060194490.08,23060194490.08,23060194490.08,23060194490.08
101562,126236,0,0,4778,43860,1912,107384,0,0,0,0,0,0
101562,223060,187970,173342,167373,108713,108312,157934,157934,157043,151711,109296,107384,107384
4738,35090,14628,10747,102520,2313,28,0,891,5332,8064,1697,4738,0
4738,35090,14628,10747,102520,2313,28,0,891,5332,8064,1697,4738,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,57734,0,0,0,32654,0
26271581263.74,25013375690.5,25013375690.5,25013375690.5,24966224284.18,24532310286.58,24513542362.26,23445196127.7,23445196127.7,23445196127.7,23445196127.7,23445196127.7,23445196127.7,23445196127.7
233491,23,0,0,4790,124,5814,147363,0,0,0,0,0,0
233491,231218,213365,205973,205818,205841,10751,158091,158041,157027,153301,134789,127145,127145
2296,17853,7392,4945,101,1003,0,73,1014,1529,20709,7644,2296,0
2296,17853,7392,4945,101,1003,0,73,1014,1529,20709,7644,2296,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,199901,0,0,0,0,0,0
25218841745.53,25218610366.45,25218610366.45,25218610366.45,25171556855.25,25170333323.69,25112996295.23,23655101716.37,23655101716.37,23655101716.37,23655101716.37,23655101716.37,23655101716.37,23655101716.37
181765,44420,0,0,4778,124,5814,147218,0,0,0,0,0,0
181765,223060,197507,196129,196074,192126,55136,157934,157934,157872,151140,148989,147218,147218
3125,25553,1378,4833,4072,0,96,56,62,6732,2151,1244,3125,0
3125,25553,1378,4833,4072,0,96,56,62,6732,2151,1244,3125,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,142708,44364,0,0,0,0,0
25515284089.55,25080250156.55,25080250156.55,25080250156.55,25033243714.75,25032023059.99,24974453180.83,23516113145.01,23516113145.01,23516113145.01,23516113145.01,23516113145.01,23516113145.01,23516113145.01
233491,0,0,485,4327,124,0,153178,834,0,0,0,0,0
233491,230556,220968,216177,220056,219916,4936,158114,157934,157530,154136,150227,145427,145427
2935,9588,5276,448,264,4777,0,1014,404,1540,5763,4800,2935,0
2935,9588,5276,448,264,4777,0,1014,404,1540,5763,4800,2935,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,210203,0,0,0,0,0,0
25020612556.35,25020612556.35,25020612556.35,25015902643.75,24973229293.78,24972005257.54,24972005257.54,23463474614.38,23455188866.08,23455188866.08,23455188866.08,23455188866.08,23455188866.08,23455188866.08
181765,0,11749,0,0,4610,0,151414,0,0,0,0,0,0
181765,179340,181580,151928,143768,145029,16359,167773,156024,156024,150536,149001,139268,139268
2425,9509,29652,8160,3349,23,40,62,68,5488,1535,9733,2425,0
2425,9509,29652,8160,3349,23,40,62,68,5488,1535,9733,2425,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,128607,0,11619,0,0,0,0
25478749324.55,25478749324.55,25354194650.85,25354194650.85,25354194650.85,25308687450.75,25308687450.75,23823522033.79,23823522033.79,23823522033.79,23823522033.79,23823522033.79,23823522033.79,23823522033.79
181765,0,14023,0,3641,0,0,152383,0,0,38449,0,0,0
181765,179418,181580,174988,129729,126458,17664,170047,156024,156024,130885,123515,123352,123352
