100
14
Jan
bought,usable,demand,consume,shortage,waste,budget
101562,91017,28762,0,0,424821,101562,0,0,0,0,0,0,0
101562,160793,181580,169775,164107,588407,646162,555145,526383,526383,517736,101562,0,0
31786,7975,11805,5668,521,0,84,68,1535,8647,4357,2380,31786,0
31786,7975,11805,5668,521,0,84,68,1535,8647,4357,2380,31786,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,43723,90949,27227,0,0,409437,0
26279130367.2,25296527218.26,24991846175.1,24991846175.1,24991846175.1,20827890924.03,19828613265.45,19828613265.45,19828613265.45,19828613265.45,19828613265.45,19828613265.45,19828613265.45,19828613265.45
262355,222287,0,0,0,446905,101562,0,0,0,0,0,0,0
262355,446287,383455,372193,323629,769839,770754,548467,548467,545510,533206,101562,0,0
38355,62832,11262,48564,695,0,0,15238,2957,12304,7476,4324,38355,0
38355,62832,11262,48564,695,0,0,15238,2957,12304,7476,4324,38355,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,100647,207049,0,0,0,419844,0
24629273025.1,22391985490.28,22391985490.28,22391985490.28,22391985490.28,18000267931.48,16996119359.38,16996119359.38,16996119359.38,16996119359.38,16996119359.38,16996119359.38,16996119359.38,16996119359.38
262355,0,0,0,375021,0,206243,0,0,0,0,0,0,0
262355,249570,228267,212872,584706,584521,581264,581264,572908,572392,206243,206243,0,0
12785,21303,15395,3187,185,2722,163,8356,516,12259,4693,622,12785,0
12785,21303,15395,3187,185,2722,163,8356,516,12259,4693,622,12785,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,206615,0,0,0,349197,0,0
24654070819.7,24654070819.7,24654070819.7,24654070819.7,20970243286.91,20970243286.91,18931547731.35,18931547731.35,18931547731.35,18931547731.35,18931547731.35,18931547731.35,18931547731.35,18931547731.35
262355,0,0,0,386478,0,206243,0,0,0,0,0,0,0
262355,260305,214373,209725,584706,583821,592721,592721,592693,592217,206243,206243,0,0
2050,45932,4648,11497,885,560,0,28,476,2733,21314,3965,2050,0
2050,45932,4648,11497,885,560,0,28,476,2733,21314,3965,2050,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,196783,0,0,0,361927,0,0
24620229648.25,24620229648.25,24620229648.25,24620229648.25,20863520491.39,20863520491.39,18839235134.24,18839235134.24,18839235134.24,18839235134.24,18839235134.24,18839235134.24,18839235134.24,18839235134.24
101562,348220,0,0,0,0,548467,0,0,0,0,0,0,0
101562,446287,370726,365478,361059,359446,896687,548467,548467,541517,534281,522991,0,0
